Date,Time,Project,Task,Division,Details
2021-08-13,4.0,Iregular,Development,Code,"Refactoring, cleaning, documentation, audio integration, optimization."
2021-08-13,1.0,Iregular,Composition,Audio,Mixing and audio composition.
2021-08-12,2.0,Iregular,Development,Code,"Parameterization, flocking tweaks, debugging, audio integration."
2021-08-12,2.5,Sustained Light Chain,Development,Code,"OSC communication, debugging."
2021-08-11,2.0,Iregular,Development,Code,Flocking and audio.
2021-08-11,2.0,Iregular,Design,Abstract,Meetings.
2021-08-11,0.5,Sustained Light Chain,Design,Code,"Debugging, planning."
2021-08-11,0.5,DISCONNECT - RECONNECT,Composition,Audio,Mixing.
2021-08-10,1.0,DISCONNECT - RECONNECT,Composition,Audio,Mixing.
2021-08-10,0.5,Sustained Light Chain,Design,Abstract,Movement and audio triggering design.
2021-08-10,2.5,Sustained Light Chain,Development,Code,"Sound mapping, player movement, debugging."
2021-08-10,1.5,Iregular,Development,Code,Flocking.
2021-08-10,0.5,Iregular,Design,Abstract,Meetings.
2021-08-09,4.0,Iregular,Development,Code,Flocking.
2021-08-09,0.5,Sustained Light Chain,Development,Code,"Sound mapping, player movement, debugging."
2021-08-09,0.5,Iregular,Design,Abstract,Meetings.
2021-08-08,1.0,Study,Research,Abstract,Types of players in game design.
2021-08-07,0.5,Sustained Light Chain,Development,Code,Object pooling.
2021-08-06,3.0,Chroniqueur,Development,Code,Web development .
2021-08-05,3.5,Chroniqueur,Development,Code,"Data saving, debugging, website creation."
2021-08-05,2.5,Iregular,Development,Code,"Physics, optimizaton, audio."
2021-08-05,0.5,DISCONNECT - RECONNECT,Composition,Audio,Mixing.
2021-08-05,1.5,Iregular,Design,Abstract,Meetings.
2021-08-04,3.0,Iregular,Development,Code,"Face rework, audio tweaks."
2021-08-03,4.0,Sustained Light Chain,Development,Code,Player scaling rework.
2021-08-03,1.0,Iregular,Development,Code,Audio implementation.
2021-08-03,1.5,Chroniqueur,Design,Abstract,Meeting.
2021-08-03,0.5,Iregular,Design,Abstract,Meetings.
2021-08-02,0.5,Chroniqueur,Development,Code,Main menu functionality.
2021-08-02,0.5,Iregular,Design,Abstract,Meetings.
2021-08-01,1.0,Study,Research,Abstract,Progression systems.
2021-07-31,6.0,Iregular,Development,Code,"Debugging, refactoring, idle mode production, optimization, testing."
2021-07-31,3.0,CTD,Performance,Visual,Teaching.
2021-07-31,1.0,DISCONNECT - RECONNECT,Composition,Audio,Mixing.
2021-07-30,7.0,Iregular,Development,Code,"Debugging, refactoring, idle mode production, optimization, testing."
2021-07-30,1.5,Rig,Maintenance,Code,Desktop setup.
2021-07-29,0.5,Rig,Maintenance,Code,Desktop setup.
2021-07-29,6.5,Iregular,Development,Code,"Debugging, sound implementation, refactoring, testing."
2021-07-28,0.5,Iregular,Development,Code,"Debugging, optimization."
2021-07-28,2.0,DISCONNECT - RECONNECT,Composition,Audio,Mixing.
2021-07-28,1.0,Iregular,Design,Abstract,Meetings.
2021-07-27,5.0,Iregular,Development,Code,"Optimization, asset cleaning, data smoothing, face drawing."
2021-07-27,1.0,Iregular,Design,Abstract,Meetings.
2021-07-26,1.5,DISCONNECT - RECONNECT,Composition,Audio,Composition.
2021-07-26,1.5,DISCONNECT - RECONNECT,Performance,Audio,"Vocals, guitar."
2021-07-26,0.5,Iregular,Development,Code,Optimization.
2021-07-26,1.5,Iregular,Design,Abstract,Meetings.
2021-07-25,0.5,Jam,Performance,Audio,Vocals.
2021-07-25,4.0,Sustained Light Chain,Development,Code,Player scaling rework.
2021-07-25,0.5,V-OS,Writing,Abstract,Invictus project documentation.
2021-07-25,0.5,Iregular,Development,Code,Trash handling.
2021-07-24,0.5,Sustained Light Chain,Development,Code,Debugging
2021-07-24,1.5,DISCONNECT - RECONNECT,Composition,Audio,Composition.
2021-07-24,3.0,CTD,Performance,Visual,Teaching.
2021-07-23,1.0,DISCONNECT - RECONNECT,Performance,Audio,Guitar and vocals.
2021-07-23,2.5,DISCONNECT - RECONNECT,Composition,Audio,Composition.
2021-07-23,5.0,Sustained Light Chain,Development,Code,UI development.
2021-07-23,1.0,Rig,Research,Code,Linux environment setup.
2021-07-22,1.0,Iregular,Design,Code,Demo.
2021-07-22,3.0,Iregular,Development,Code,Face interaction and overall app behavior.
2021-07-22,0.5,Invictus,Development,Code,Debugging.
2021-07-21,0.5,Chroniqueur,Composition,Audio,Composition.
2021-07-21,0.5,Chroniqueur,Development,Code,Intro sequence.
2021-07-21,2.5,Iregular,Development,Code,Face interaction and parameterization.
2021-07-21,1.0,Iregular,Research,Code,Tracker set up.
2021-07-21,1.5,Iregular,Design,Abstract,Meetings.
2021-07-20,3.0,Invictus,Development,Code,Golf glove implementation.
2021-07-20,5.5,Iregular,Research,Code,Tracker set up.
2021-07-20,0.5,Iregular,Design,Abstract,Meeting.
2021-07-19,0.5,Sustained Light Chain,Development,Code,UI development.
2021-07-19,0.5,Invictus,Development,Code,Golf glove implementation.
2021-07-19,0.5,Chroniqueur,3D,Visual,Material creation.
2021-07-19,0.5,Iregular,Design,Abstract,Meeting.
2021-07-18,3.0,Invictus,Development,Code,Golf glove implementation.
2021-07-17,1.0,Jam,Research,Audio,Sound design experimentation.
2021-07-17,0.5,DISCONNECT - RECONNECT,Composition,Audio,Composition.
2021-07-17,3.0,Invictus,Development,Code,Golf glove implementation.
2021-07-17,3.0,CTD,Performance,Visual,Teaching.
2021-07-16,5.0,Iregular,Development,Code,Vegetation design and development.
2021-07-16,2.0,DISCONNECT - RECONNECT,Composition,Audio,Composition.
2021-07-16,0.5,DISCONNECT - RECONNECT,Performance,Audio,Guitar and vocals.
2021-07-16,0.5,Iregular,Design,Abstract,Meeting.
2021-07-15,0.5,Invictus,Design,Visual,Viewer review.
2021-07-15,1.0,DISCONNECT - RECONNECT,Composition,Audio,Composition.
2021-07-15,3.0,Iregular,Development,Code,Vegetation design and development.
2021-07-15,0.5,Iregular,Design,Abstract,Meetings.
2021-07-14,1.0,Sustained Light Chain,Design,Abstract,Meeting.
2021-07-14,5.0,Invictus,Development,Code,Golf glove implementation.
2021-07-14,0.5,Tinker,Development,Code,Teaching.
2021-07-14,1.0,Iregular,Development,Code,Debugging and optimization.
2021-07-14,1.5,Iregular,Design,Abstract,Meetings.
2021-07-13,2.5,Doodle,Design,Abstract,Design and projection study.
2021-07-13,0.5,Doodle,3D,Visual,Geocity gif.
2021-07-13,1.5,Iregular,Development,Code,Face asset and behavior development.
2021-07-13,1.5,Iregular,Design,Abstract,Meetings.
2021-07-13,4.0,Iregular,Research,Code,Linux installation and development environment set up.
2021-07-13,0.5,Chroniqueur,3D,Visual,Texture update.
2021-07-12,6.0,Invictus,Development,Code,Golf glove implementation.
2021-07-12,0.5,Sustained Light Chain,Development,Code,Debugging.
2021-07-12,0.5,Iregular,Research,Code,Rendering for fractal growth patterns.
2021-07-12,2.0,Iregular,Design,Abstract,Meetings.
2021-07-11,1.0,Study,Research,Abstract,Conceptual art.
2021-07-10,3.0,CTD,Performance,Visual,Teaching.
2021-07-09,1.5,Iregular,Development,Code,Physics programming.
2021-07-08,2.5,Sustained Light Chain,Development,Code,Save system debugging.
2021-07-08,1.5,Iregular,Development,Code,"Code cleanup, physics programming."
2021-07-08,2.0,Chroniqueur,Development,Code,Debugging.
2021-07-08,1.0,Iregular,Design,Abstract,Meeting.
2021-07-07,1.0,Chroniqueur,Research,Code,Shaders.
2021-07-07,3.0,Chroniqueur,Development,Code,"Billboard pooling system, shader tweaking."
2021-07-07,0.5,Iregular,Development,Code,Code cleanup.
2021-07-07,3.0,Iregular,Research,Code,"Products integration into Cursor, Cursor learning."
2021-07-07,1.5,Iregular,Design,Abstract,Meeting.
2021-07-06,1.5,Iregular,Development,Code,Products development.
2021-07-06,1.5,Sustained Light Chain,Development,Code,Debugging.
2021-07-06,2.0,Invictus,Development,Code,"Map fixing, region and projection setup."
2021-07-06,1.0,Chroniqueur,Design,Abstract,Meeting.
2021-07-06,1.5,Iregular,Research,Abstract,Meeting and time tracking.
2021-07-05,1.5,Iregular,Development,Code,Products development.
2021-07-05,1.0,Iregular,Design,Abstract,Meeting.
2021-07-04,0.5,Iregular,Development,Code,Products development.
2021-07-03,1.0,Iregular,Development,Code,Products development.
2021-07-03,3.0,CTD,Performance,Visual,Teaching.
2021-07-03,0.5,DISCONNECT - RECONNECT,Composition,Audio,Mixing.
2021-07-02,0.5,DISCONNECT - RECONNECT,Performance,Audio,Guitar and vocals.
2021-07-02,2.0,DISCONNECT - RECONNECT,Composition,Audio,Mixing.
2021-07-02,4.0,Iregular,Development,Code,"Environment setup, matterjs and pixi setup."
2021-07-01,3.0,Sustained Light Chain,Development,Code,Chain reaction system.
2021-07-01,2.0,Jam,Research,Audio,Electro acoustics.
2021-06-30,0.5,Invictus,Development,Code,Bugfixing.
2021-06-30,0.5,Iregular,Development,Code,Environment setup.
2021-06-30,4.0,Iregular,Design,Abstract,Meeting.
2021-06-29,1.5,Chroniqueur,Development,Code,Culture house identification.
2021-06-29,0.5,Iregular,Maintenance,Abstract,Setup.
2021-06-28,1.0,Architects of Souls,Composition,Audio,Composition.
2021-06-27,2.0,Study,Research,Abstract,Storytelling techniques.
2021-06-26,3.0,CTD,Performance,Visual,Teaching.
2021-06-26,0.5,Sustained Light Chain,Development,Code,Chain reaction system.
2021-06-26,1.0,DISCONNECT - RECONNECT,Composition,Audio,Mixing.
2021-06-25,1.0,Navmos,3D,Visual,Modeling and character posing.
2021-06-25,0.5,DISCONNECT - RECONNECT,Performance,Audio,Guitar and vocals.
2021-06-25,1.0,DISCONNECT - RECONNECT,Composition,Audio,Mixing.
2021-06-24,1.0,Sustained Light Chain,Development,Code,Chain reaction system.
2021-06-24,1.0,Sports,Research,Abstract,Gymnastics.
2021-06-24,0.5,Study,Research,Abstract,Mechanics.
2021-06-24,2.0,DISCONNECT - RECONNECT,Composition,Audio,Mixing.
2021-06-24,0.5,DISCONNECT - RECONNECT,Performance,Audio,Guitar and vocals.
2021-06-23,1.5,Sports,Research,Abstract,Gymnastics.
2021-06-23,1.5,Chroniqueur,Development,Code,Data visualization.
2021-06-23,0.5,Invictus,3D,Visual,Model analysis and feedback.
2021-06-22,0.5,Invictus,3D,Visual,Model analysis and feedback.
2021-06-22,1.0,Iregular,Research,Abstract,Founder meeting.
2021-06-22,3.5,Sustained Light Chain,Development,Code,Chain reaction system.
2021-06-21,1.0,Jam,Composition,Audio,Composition.
2021-06-21,0.5,Tinker,Development,Code,Web development.
2021-06-21,1.5,Argos,Photography,Visual,Video editing.
2021-06-21,0.5,Doodle,Research,Visual,Fashion.
2021-06-21,1.0,Sustained Light Chain,Development,Code,Chain reaction system.
2021-06-20,0.5,Doodle,Research,Visual,Fashion.
2021-06-19,0.5,Argos,Photography,Visual,Video editing.
2021-06-19,3.0,CTD,Performance,Visual,Teaching.
2021-06-18,1.0,V-OS,Writing,Abstract,Research editing.
2021-06-18,1.5,Argos,Photography,Visual,Video editing.
2021-06-18,2.0,Idle,Development,Code,"User interfacing, server setup."
2021-06-17,2.0,Idle,Development,Code,User interfacing.
2021-06-17,0.5,Jam,Performance,Audio,Guitar.
2021-06-16,1.0,Jam,Performance,Audio,Guitar.
2021-06-15,1.0,Idle,Development,Code,User interfacing.
2021-06-15,3.0,Iregular,Development,Code,Javascript challenge.
2021-06-15,1.0,Chroniqueur,Design,Abstract,Meeting.
2021-06-14,5.0,Chroniqueur,Development,Code,Region identification.
2021-06-13,1.5,Argos,Photography,Visual,Video editing.
2021-06-12,0.5,Argos,Photography,Visual,Video editing.
2021-06-11,2.0,Study,Research,Abstract,Behavioral biology.
2021-06-11,1.0,Chroniqueur,Development,Code,Memory leak fix.
2021-06-10,5.0,Idle,Development,Code,User interfacing.
2021-06-09,1.0,Idle,Development,Code,User interfacing.
2021-06-09,1.0,DISCONNECT - RECONNECT,Composition,Audio,Mixing.
2021-06-09,0.5,DISCONNECT - RECONNECT,Performance,Audio,Guitar and vocals.
2021-06-08,2.0,Study,Research,Abstract,Behavioral biology.
2021-06-08,2.0,Idle,Development,Code,User interfacing.
2021-06-07,1.5,Argos,Photography,Visual,Video editing.
2021-06-07,1.0,Study,Research,Abstract,Behavioral biology.
2021-06-06,0.5,DISCONNECT - RECONNECT,Performance,Audio,Guitar and vocals.
2021-06-06,0.5,DISCONNECT - RECONNECT,Composition,Audio,Mixing.
2021-06-05,1.0,Sports,Performance,Abstract,Kayaking.
2021-06-05,1.0,Jam,Performance,Audio,Guitar.
2021-06-04,1.0,Jam,Performance,Audio,Guitar.
2021-06-03,1.0,Jam,Performance,Audio,Guitar.
2021-06-02,0.5,Jam,Performance,Audio,Vocals.
2021-06-02,1.0,Jam,Composition,Audio,Mixing.
2021-06-02,0.5,DISCONNECT - RECONNECT,Performance,Audio,Guitar and vocals.
2021-06-02,1.0,DISCONNECT - RECONNECT,Composition,Audio,Mixing.
2021-06-02,0.5,Chroniqueur,Design,Abstract,Meeting.
2021-06-01,2.0,Chroniqueur,Development,Code,Visuals development.
2021-06-01,1.0,DISCONNECT - RECONNECT,Performance,Audio,Guitar and vocals.
2021-06-01,2.0,DISCONNECT - RECONNECT,Composition,Audio,Mixing.
2021-06-01,0.5,Invictus,Development,Code,Loading animation.
2021-06-01,1.0,Chroniqueur,Design,Abstract,Meeting.
2021-05-31,1.0,DISCONNECT - RECONNECT,Performance,Audio,Guitar and vocals.
2021-05-31,1.5,DISCONNECT - RECONNECT,Composition,Audio,Song composition.
2021-05-31,3.5,Idle,Development,Code,Debugging.
2021-05-31,0.5,Study,Writing,Abstract,Art education.
2021-05-31,0.5,AgentCell,Writing,Abstract,Documentation.
2021-05-31,0.5,Invictus,2D,Visual,Loading animation.
2021-05-30,0.5,DISCONNECT - RECONNECT,Performance,Audio,Guitar and vocals.
2021-05-30,1.0,DISCONNECT - RECONNECT,Composition,Audio,Song composition.
2021-05-30,0.5,Chroniqueur,Development,Code,Visuals development.
2021-05-29,2.0,Jam,Performance,Audio,Guitar and vocals.
2021-05-29,4.0,Jam,Composition,Audio,Composition.
2021-05-28,4.0,Idle,Development,Code,User interfacing.
2021-05-28,1.0,Study,Research,Abstract,Dwarf Fortress game design.
2021-05-28,1.5,Chroniqueur,Development,Code,Visuals development.
2021-05-27,1.0,Jam,Performance,Audio,Guitar.
2021-05-27,7.5,Idle,Development,Code,User interfacing and server communication.
2021-05-27,0.5,Invictus,Development,Code,Debugging.
2021-05-26,6.5,Idle,Development,Code,User interfacing.
2021-05-26,0.5,Argos,2D,Visual,Credits production.
2021-05-26,1.0,Tinker,Design,Code,UE5 testing.
2021-05-25,0.5,Argos,2D,Visual,Credits production.
2021-05-25,0.5,Invictus,Development,Code,3D viewer tweaking.
2021-05-25,0.5,Invictus,Design,Abstract,Meeting.
2021-05-24,0.5,Idle,2D,Visual,Iconography cleaning.
2021-05-24,1.0,Argos,2D,Visual,Credits production.
2021-05-24,0.5,Invictus,Development,Code,Debugging.
2021-05-23,5.0,Invictus,Development,Code,3D viewer implementation.
2021-05-23,2.0,Argos,2D,Visual,"Logo cleanup, title and credits production."
2021-05-22,4.0,Invictus,Development,Code,3D viewer implementation.
2021-05-21,0.5,DISCONNECT - RECONNECT,Composition,Audio,Song composition.
2021-05-21,1.0,Argos,2D,Visual,"Logo cleanup, title and credits production."
2021-05-21,1.5,Argos,Photography,Visual,Video editing.
2021-05-21,6.0,Invictus,Development,Code,3D viewer implementation.
2021-05-21,1.5,Invictus,Research,Code,Wordpress and Vue.js.
2021-05-21,0.5,Argos,Design,Visual,Credits production.
2021-05-20,0.5,Argos,Design,Visual,Credits production.
2021-05-20,6.0,Invictus,Research,Code,Wordpress and Vue.js.
2021-05-20,5.0,Invictus,Development,Code,3D viewer implementation.
2021-05-19,1.0,Invictus,Design,Code,Web migration meeting.
2021-05-18,1.0,Argos,Photography,Visual,Video editing.
2021-05-18,1.0,DISCONNECT - RECONNECT,Performance,Audio,Guitar and vocals.
2021-05-18,1.0,DISCONNECT - RECONNECT,Composition,Audio,Song composition.
2021-05-18,1.5,Chroniqueur,Design,Abstract,Meeting.
2021-05-17,1.0,Jam,Composition,Audio,Song composition.
2021-05-17,1.0,Jam,Performance,Audio,Guitar and vocals.
2021-05-17,0.5,Chroniqueur,Development,Code,Asset additions.
2021-05-17,1.0,Sustained Light Chain,Development,Code,"Interaction hierarchy, environment scaling."
2021-05-16,2.5,Argos,Photography,Visual,Video editing.
2021-05-16,1.0,DISCONNECT - RECONNECT,Performance,Audio,Guitar and vocals.
2021-05-16,1.0,DISCONNECT - RECONNECT,Composition,Audio,Composition and mixing.
2021-05-15,1.0,Study,Research,Abstract,Relationships.
2021-05-14,5.0,DISCONNECT - RECONNECT,Composition,Audio,Composition and mixing.
2021-05-14,4.0,DISCONNECT - RECONNECT,Performance,Audio,Guitar and vocals.
2021-05-14,0.5,Argos,Design,Visual,Editing design.
2021-05-13,0.5,Argos,Maintenance,Code,Davinci setup.
2021-05-12,0.5,DISCONNECT - RECONNECT,Performance,Audio,Guitar and vocals.
2021-05-12,1.0,DISCONNECT - RECONNECT,Composition,Audio,Composition and mixing.
2021-05-12,1.0,Argos,Photography,Visual,Video editing.
2021-05-12,0.5,Argos,Design,Visual,Meeting for editing.
2021-05-12,1.0,Chroniqueur,Development,Code,Debugging.
2021-05-11,3.0,DISCONNECT - RECONNECT,Composition,Audio,Composition.
2021-05-11,0.5,DISCONNECT - RECONNECT,Performance,Audio,Guitar and vocals.
2021-05-11,0.5,Argos,Design,Visual,Meeting for editing.
2021-05-11,3.5,Chroniqueur,Development,Code,"Map consistency, custom billboard rendering."
2021-05-10,1.5,Jam,Performance,Audio,Guitar.
2021-05-10,1.0,Jam,Composition,Audio,Composition.
2021-05-10,5.0,Idle,Development,Code,Server-side security.
2021-05-10,0.5,DISCONNECT - RECONNECT,Composition,Audio,Composition.
2021-05-09,1.0,DISCONNECT - RECONNECT,Composition,Audio,Composition.
2021-05-09,1.0,Jam,Performance,Audio,Guitar.
2021-05-08,7.0,Idle,Development,Code,Full stack development.
2021-05-07,5.0,Idle,Development,Code,Full stack development.
2021-05-07,2.0,Idle,Design,Abstract,Project brief.
2021-05-06,3.0,CTD,Performance,Code,Teaching.
2021-05-06,0.5,Sustained Light Chain,Development,Code,Menu tweaking.
2021-05-06,1.0,Penny,3D,Visual,Rendering.
2021-05-05,0.5,DISCONNECT - RECONNECT,Composition,Audio,Composition.
2021-05-05,1.0,Penny,3D,Visual,Texturing and rendering.
2021-05-05,4.5,Chroniqueur,Development,Code,Map systems.
2021-05-05,1.0,Chroniqueur,2D,Visual,Map asset tweaking.
2021-05-05,0.5,Sustained Light Chain,Design,Abstract,Meeting.
2021-05-04,1.0,Sustained Light Chain,Development,Code,Environment manipulation.
2021-05-04,0.5,Chroniqueur,Design,Abstract,Project planning.
2021-05-04,0.5,Sustained Light Chain,Writing,Abstract,Grant letters.
2021-05-03,1.0,Study,Research,Abstract,Progression systems.
2021-05-02,0.5,Invictus,Writing,Abstract,Documentation.
2021-05-02,1.0,Study,Research,Abstract,Progression systems.
2021-05-01,1.0,Chroniqueur,Development,Code,Camera system.
2021-04-30,1.0,Study,Research,Abstract,Progression systems.
2021-04-29,3.0,CTD,Performance,Code,Teaching.
2021-04-29,0.5,Chroniqueur,Development,Code,Map to world interfacing.
2021-04-28,0.5,DISCONNECT - RECONNECT,Performance,Audio,Vocals.
2021-04-28,3.5,Sustained Light Chain,Development,Code,UI.
2021-04-27,6.0,Sustained Light Chain,Development,Code,UI and input systems.
2021-04-26,1.0,Sustained Light Chain,Writing,Abstract,Grant letters.
2021-04-26,1.5,Invictus,Writing,Abstract,Documentation.
2021-04-26,1.5,Invictus,3D,Visual,Texturing.
2021-04-25,1.0,Study,Research,Abstract,Rhythm games.
2021-04-24,1.0,Jam,Performance,Audio,Guitar.
2021-04-23,1.0,Jam,Performance,Audio,Guitar.
2021-04-23,2.5,Chroniqueur,Development,Code,Map interfacing.
2021-04-22,3.0,CTD,Performance,Code,Teaching.
2021-04-22,4.0,Sustained Light Chain,Development,Code,Spline color and resolution controls and saving.
2021-04-21,2.5,Sustained Light Chain,Development,Code,Spline stroke size controls.
2021-04-20,3.0,Invictus,Development,Code,Custom text to texture.
2021-04-20,0.5,Chroniqueur,Design,Abstract,Meeting and research.
2021-04-20,1.0,Sustained Light Chain,Design,Abstract,Meeting and research.
2021-04-20,0.5,Penny,3D,Visual,Rendering.
2021-04-19,0.5,Penny,3D,Visual,Rendering.
2021-04-18,3.0,Penny,3D,Visual,"Animation, texture tweaking."
2021-04-17,2.5,Sustained Light Chain,Development,Code,Saving and loading.
2021-04-16,1.0,Sustained Light Chain,Development,Code,Serialization.
2021-04-16,1.0,Sustained Light Chain,Research,Code,Serialization.
2021-04-15,3.5,CTD,Performance,Code,Teaching.
2021-04-15,1.0,Sustained Light Chain,Development,Code,Cross-platform input handling.
2021-04-14,4.0,Sustained Light Chain,Development,Code,Plugin implementation.
2021-04-14,1.0,Sustained Light Chain,Research,Code,Serialization.
2021-04-14,0.5,Sustained Light Chain,Design,Abstract,"Meeting, plugin review."
2021-04-14,4.5,Early Midnight,3D,Code,Procedural modeling.
2021-04-13,2.5,Early Midnight,3D,Code,Procedural modeling.
2021-04-13,2.0,Invictus,Development,Code,Mobile compatibility.
2021-04-13,0.5,Chroniqueur,Development,Code,Civilization updating.
2021-04-12,0.5,Invictus,Development,Code,Camera controls.
2021-04-12,1.5,Chroniqueur,Development,Code,Civilization size.
2021-04-11,0.5,DISCONNECT - RECONNECT,Composition,Audio,Mixing.
2021-04-10,2.0,CTD,Performance,Visual,Teaching.
2021-04-09,1.0,CTD,Research,Visual,Course prep.
2021-04-09,5.0,Sustained Light Chain,Development,Code,Procedural mesh generation.
2021-04-09,6.5,Sustained Light Chain,Research,Code,Procedural mesh generation.
2021-04-08,1.0,Seven,Development,Code,"Cleaning, updating."
2021-04-08,3.0,CTD,Performance,Code,Teaching.
2021-04-08,0.5,CTD,Design,Abstract,Course prep.
2021-04-08,1.5,Chroniqueur,Development,Code,"Building billboards, spawning, civilization checks."
2021-04-07,1.5,Invictus,Development,Code,Mobile compatibility and tweaking.
2021-04-07,0.5,Invictus,Design,Abstract,Site migration meeting.
2021-04-06,0.5,Sustained Light Chain,Research,Code,VR debugging.
2021-04-05,7.5,Invictus,Development,Code,Texture projection and refactoring.
2021-04-05,2.0,Invictus,Research,Code,Texture projection and refactoring.
2021-04-05,0.5,DISCONNECT - RECONNECT,Composition,Audio,Composition.
2021-04-05,1.0,Sustained Light Chain,Design,Code,"Meeting, code update, design considerations."
2021-04-04,0.5,AgentCell,Research,Code,Algorithm modeling.
2021-04-04,1.0,AgentCell,Development,Code,Algorithm modeling.
2021-04-03,8.0,AgentCell,Development,Code,Algorithm modeling.
2021-04-03,2.0,AgentCell,Research,Code,Trigonometry.
2021-04-02,4.5,AgentCell,Development,Code,Algorithm modeling.
2021-04-01,4.5,AgentCell,Development,Code,Algorithm modeling.
2021-04-01,3.0,CTD,Performance,Code,Teaching.
2021-04-01,0.5,CTD,Design,Code,Course prep.
2021-04-01,1.0,Sustained Light Chain,Development,Code,VR setup and behaviour linking.
2021-03-31,1.0,AgentCell,Development,Code,Algorithm modeling.
2021-03-31,1.0,AgentCell,Research,Code,Compute shaders.
2021-03-31,2.0,Rig,Writing,Abstract,CV updates.
2021-03-31,0.5,3DM,Design,Abstract,Program onboarding.
2021-03-30,0.5,AgentCell,Research,Code,Algorithm modeling.
2021-03-30,1.0,Early Midnight,3D,Code,Procedural modeling.
2021-03-30,0.5,3DM,Design,Abstract,Program onboarding.
2021-03-30,1.0,Chroniqueur,Design,Abstract,Meeting.
2021-03-29,2.0,Early Midnight,3D,Code,Procedural modeling.
2021-03-29,1.5,DISCONNECT - RECONNECT,Performance,Audio,Guitar and vocals.
2021-03-29,2.5,Sustained Light Chain,Development,Code,Spline creator and VR setup.
2021-03-28,0.5,Study,Research,Abstract,Party game design.
2021-03-27,3.0,Early Midnight,3D,Code,Procedural modeling.
2021-03-26,3.0,Chroniqueur,Development,Code,Vignette drawing.
2021-03-26,1.0,DISCONNECT - RECONNECT,Performance,Audio,Guitar and vocals.
2021-03-25,1.5,Early Midnight,3D,Code,Procedural modeling.
2021-03-25,3.0,CTD,Performance,Code,Teaching.
2021-03-25,0.5,3DM,Design,Abstract,Program onboarding.
2021-03-24,2.0,Early Midnight,3D,Code,Procedural modeling.
2021-03-24,1.5,Early Midnight,Research,Code,Procedural modeling.
2021-03-24,1.0,Invictus,Design,Abstract,Proposal meeting.
2021-03-23,2.5,Penny,3D,Visual,Mouth animation.
2021-03-23,1.5,Invictus,Writing,Abstract,Services agreement and proposal.
2021-03-22,0.5,Penny,3D,Visual,Rendering.
2021-03-22,3.0,Early Midnight,Research,Visual,Procedural modeling research.
2021-03-22,1.5,Penny,Design,Visual,Camera rework.
2021-03-21,5.5,Early Midnight,3D,Code,Procedural modeling.
2021-03-21,1.0,Early Midnight,Research,Visual,Procedural modeling research.
2021-03-20,2.0,Early Midnight,3D,Code,Procedural modeling.
2021-03-20,3.0,CTD,Performance,Visual,Teaching.
2021-03-20,3.5,Invictus,Development,Code,Web viewer.
2021-03-20,2.0,Invictus,Research,Code,Web viewer.
2021-03-19,1.0,CTD,Design,Visual,Course prep.
2021-03-19,0.5,Rig,Design,Code,Simplify weekly schedule visuals.
2021-03-19,0.5,Invictus,Development,Code,Web viewer.
2021-03-19,0.5,Penny,Design,Visual,Meeting.
2021-03-19,1.5,Sustained Light Chain,Design,Abstract,Project planning.
2021-03-18,3.5,CTD,Performance,Code,Teaching.
2021-03-18,1.0,CTD,Design,Code,Course prep.
2021-03-18,1.0,Invictus,Development,Code,Web viewer.
2021-03-18,1.0,Invictus,Research,Code,Realtime web rendering.
2021-03-17,0.5,Jam,Composition,Audio,Composition.
2021-03-17,1.0,Invictus,Development,Code,Web viewer.
2021-03-17,1.0,Invictus,Research,Code,Realtime web rendering.
2021-03-17,2.0,Sports,Performance,Abstract,Biking.
2021-03-16,1.5,Jam,Composition,Audio,Audio mixing.
2021-03-16,1.0,Study,Research,Abstract,Stock market.
2021-03-16,1.0,Chroniqueur,Design,Abstract,Meeting.
2021-03-15,1.0,Tinker,Maintenance,Code,Tax returns.
2021-03-15,3.0,Rig,Development,Code,Dashboard.
2021-03-15,1.0,Invictus,Research,Code,Meeting about viewer.
2021-03-14,0.5,Invictus,Research,Code,Meeting about viewer.
2021-03-14,2.0,Chroniqueur,Development,Code,Vignette generation.
2021-03-13,6.5,CTD,Performance,Visual,Teaching.
2021-03-12,1.0,Study,Research,Abstract,Stock market.
2021-03-11,3.5,CTD,Performance,Code,Teaching.
2021-03-11,2.0,Chroniqueur,Development,Code,Terrain generation.
2021-03-10,2.0,Study,Research,Abstract,Stock market.
2021-03-09,0.5,Jam,Composition,Audio,Music theory.
2021-03-09,0.5,Penny,3D,Visual,Rendering.
2021-03-08,0.5,DISCONNECT - RECONNECT,Composition,Audio,Composition.
2021-03-08,3.5,Penny,3D,Visual,Mouth animation.
2021-03-08,1.5,Study,Research,Abstract,Social contract theory.
2021-03-07,1.0,Study,Research,Abstract,Nature of envy.
2021-03-06,1.0,Sports,Research,Abstract,Yoga.
2021-03-06,6.0,CTD,Performance,Visual,Teaching.
2021-03-05,2.5,Study,Research,Abstract,"Neuroscience, productivity."
2021-03-05,1.5,Penny,3D,Visual,Animation.
2021-03-05,0.5,Jam,Composition,Audio,Guitar and mixing.
2021-03-04,0.5,Jam,Composition,Audio,Guitar and mixing.
2021-03-04,1.0,CTD,Design,Code,Course prep.
2021-03-04,3.0,CTD,Performance,Code,Teaching.
2021-03-04,1.0,Study,Research,Abstract,Finances.
2021-03-03,3.0,Navmos,3D,Visual,Sculpting and rendering.
