DIVISIONS                  Task divisions (thoughts)

Abstract                   Design, and the untangible
Code                       Systems, coding, and tech
Visual                     Graphics, video, and images
Audio                      Music and audio
Personal                   Maintenance, personal curiosities, and mindless tasks
None                       Nothing

TASKS                      Task types (actions)

Design                     Project Planning, Research, and Organization
Development                Programming, Testing, Math, and Debugging
Writing                    Narrative, Research, Documentation, and Communication
Linguistics                Language Development
Graphic                    2D Graphic Development
Illustration               Drawing
3D                         Generation, Animation, Lighting, and Rendering
Modeling                   Modeling, Sculpting, Rigging, Texturing
Videography                Video Filming and Editing
Photography                Picture Taking and Editing
Composition                Composing, Producing, and Mixing
Acoustic                   Instrument Play and Recording
Performance                Audio and Visual Performance
Research                   Learning, Testing, Studying, and Teaching
Maintenance                Personal Organization and Maintenance
Event                      Noteworthy Event
None                       Nothing

#ARCH PROJECTS             Overarching activities that are individually too small to be considered as projects but add up to significant amounts of time, long-term

#Study                     Learning activities
#Jam                       Audio activities (audio)
#Doodle                    Visual activities (visual)
#Tinker                    Development and design activities (code / abstract)
#Various                   Other activities (given to activities unique and unpopular enough to not have an overarching project designation)
#None                      Nothing

DATE         TIME  PROJECT                       TASK              DIVISION        DETAILS
2017.07.08   1.5   AGD                           Writing           Abstract        Lecture presentation writing.
2017.07.08   0.5   Doodle                        Photography       Visual          Photo editing.
2017.07.07   1.5   V-OS                          Writing           Abstract        Verse fixes, navigation pages.
2017.07.07   0.5   Qurotema                      Graphic           Visual          Gates of Qurotema.
2017.07.07   1.5   Qurotema                      Illustration      Visual          Gates of Qurotema.
2017.07.07   1.0   Qurotema                      Writing           Abstract        Story writing.
2017.07.07   1.0   AGD                           Writing           Abstract        Lecture presentation writing.
2017.07.06   1.0   Visor                         Writing           Abstract        Documentation, V-OS page.
2017.07.06   1.5   Visor                         Graphic           Visual          Logo.
2017.07.06   0.5   AGD                           Writing           Personal        First presentation migration to Visor.
2017.07.06   6.5   Visor                         Development       Code            Presentation tool development.
2017.07.06   2.0   Visor                         Development       Visual          Presentation tool development.
2017.07.05   1.0   Visor                         Development       Code            Presentation tool development.
2017.07.05   0.5   Visor                         Research          Code            Presentation tool design.
2017.07.05   1.0   Visor                         Design            Visual          Presentation tool design.
2017.07.05   2.0   AGD                           Writing           Abstract        Lecture presentation writing.
2017.07.05   0.5   Rig                           Maintenance       Personal        Update backup.
2017.07.05   1.0   The Cosmic Affliction         Composition       Audio           Strider composition.
2017.07.04   1.0   V-OS                          Writing           Abstract        Verse writing.
2017.07.04   0.5   Ontologica                    Design            Visual          Create new font material, take pictures.
2017.07.03   0.5   The Cosmic Affliction         Design            Audio           Album review.
2017.07.03   1.5   Datum                         Design            Abstract        Game design conceptualization.
2017.07.03   0.5   Log                           Development       Code            Graph algorithm rework.
2017.07.02   1.0   Purity                        Development       Visual          Change sample Purity site design, testing.
2017.07.02   6.0   Log                           Development       Code            Visual redesign, refactoring, clean up.
2017.07.02   4.0   Log                           Development       Visual          Visual redesign.
2017.07.02   1.5   Log                           Design            Visual          Visual redesign.
2017.07.01   2.5   Log                           Development       Code            Graph development and experimentation.
2017.07.01   1.5   Log                           Design            Visual          Graph design and experimentation.
2017.07.01   0.5   The Cosmic Affliction         Acoustic          Audio           Dark Dye composition / experimentation.
2017.07.01   0.5   The Cosmic Affliction         Composition       Audio           Strider composition.
2017.06.30   0.5   The Cosmic Affliction         Design            Audio           Album review.
2017.06.30   0.5   V-OS                          Writing           Abstract        Rewrites.
2017.06.30   1.0   Purity                        Writing           Abstract        Example site and documentation.
2017.06.30   3.5   Purity                        Development       Code            Cleaning, documentation, refactoring, example site.
2017.06.29   1.0   Purity                        Graphic           Visual          Logo design.
2017.06.29   1.5   Purity                        Development       Code            Path parsing additions, various fixes, refactoring.
2017.06.29   2.0   V-OS                          Writing           Abstract        Rewrites, reorganization.
2017.06.28   0.0   V-OS                          Event             Personal        Switch V-OS' back-end from handwritten template to Purity.
2017.06.28   0.5   Purity                        Graphic           Visual          Logo design.
2017.06.28   4.5   V-OS                          Writing           Abstract        Data migration, rewrites, reorganization.
2017.06.28   1.5   Purity                        Development       Code            Wiki engine development.
2017.06.28   0.5   V-OS                          Development       Visual          Visual tweaks.
2017.06.28   2.5   Tinker                        Development       Code            Teaching game dev in Unity.
2017.06.27   1.0   Purity                        Writing           Abstract        Documentation.
2017.06.27   8.0   Purity                        Development       Code            Wiki engine development.
2017.06.27   1.5   Purity                        Design            Code            Wiki engine development.
2017.06.27   1.5   V-OS                          Development       Visual          Visual tweaks.
2017.06.26   0.5   V-OS                          Development       Visual          Visual tweaks.
2017.06.26   7.0   Purity                        Development       Code            Wiki engine development.
2017.06.25   4.5   Purity                        Development       Code            Wiki engine development.
2017.06.25   3.5   Tinker                        Development       Code            Teaching game dev in Unity.
2017.06.25   0.5   V-OS                          Development       Visual          Visual tweaks.
2017.06.25   1.5   Purity                        Development       Code            Wiki engine development.
2017.06.24   3.0   Purity                        Development       Code            Wiki engine development.
2017.06.24   2.0   Purity                        Design            Abstract        Wiki engine conceptualization.
2017.06.24   0.5   V-OS                          Development       Visual          Small styling changes.
2017.06.24   1.0   Study                         Writing           Personal        Business proposition review, text correcting.
2017.06.24   1.5   Tinker                        Design            Abstract        House design.
2017.06.23   1.5   Namium                        Design            Abstract        Name generation and dictionary expansion.
2017.06.23   1.0   Boza                          Design            Visual          Logo design.
2017.06.23   0.5   V-OS                          Writing           Personal        Renaming.
2017.06.23   2.5   Study                         Research          Personal        Skateboarding.
2017.06.22   1.5   Log                           Design            Visual          Divisions measures in spec pages, percentage calculate fix and cleaning.
2017.06.22   0.5   Log                           Design            Abstract        Code division addition.
2017.06.22   0.5   Study                         Research          Visual          Realistic materials shading.
2017.06.22   1.5   The Cosmic Affliction         Composition       Audio           Strider composition.
2017.06.21   0.5   The Cosmic Affliction         Acoustic          Audio           Dark Dye composition / experimentation.
2017.06.21   1.0   Study                         Research          Abstract        First person level design.
2017.06.20   0.5   V-OS                          Development       Code            Small styling fixes.
2017.06.20   0.5   Log                           Development       Code            Small styling fixes.
2017.06.20   1.5   The Cosmic Affliction         Composition       Audio           Strider composition.
2017.06.19   1.0   V-OS                          Writing           Abstract        Renaming, rewrites.
2017.06.19   0.5   The Cosmic Affliction         Design            Audio           Album review.
2017.06.19   6.0   Log                           Development       Code            Homepage, navigation redesign, divisions, styling tuning, timeline hour count implementation, clean up.
2017.06.18   0.5   V-OS                          Design            Abstract        Site design review.
2017.06.18   1.0   Boza                          Graphic           Visual          Logo design.
2017.06.18   0.5   Log                           Development       Code            Parsing script rewrite for divisions, tweaking.
2017.06.18   1.5   Log                           Design            Code            Divisions review, organization rework.
2017.06.17   8.0   Log                           Development       Code            Homepage, tweaking and experimentation.
2017.06.17   2.0   Log                           Design            Abstract        Organization rework, introduction of primary divisions.
2017.06.16   0.5   The Cosmic Affliction         Design            Audio           Album review.
2017.06.16   2.0   Tinker                        Development       Abstract        Factorial conversion.
2017.06.16   0.5   The Cosmic Affliction         Graphic           Visual          Cover art tinkering.
2017.06.16   2.0   The Cosmic Affliction         Composition       Audio           Strider composition.
2017.06.15   1.5   Doodle                        Videography       Visual          Sam's bounce sheets.
2017.06.15   2.0   The Cosmic Affliction         Composition       Audio           Strider composition.
2017.06.14   3.0   The Cosmic Affliction         Composition       Audio           Strider composition.
2017.06.13   1.0   Boza                          Design            Visual          Boza logo design.
2017.06.13   0.5   Study                         Graphic           Visual          Realistic 2D/3D package rendering.
2017.06.13   2.0   Study                         Research          Abstract        Hallucinogens, DMT.
2017.06.13   0.5   The Cosmic Affliction         Composition       Audio           Strider composition.
2017.06.12   1.0   Study                         Research          Abstract        Hallucinogens, DMT.
2017.06.12   2.0   The Cosmic Affliction         Composition       Audio           Strider composition.
2017.06.11   0.5   Study                         Writing           Abstract        Gender in society.
2017.06.11   2.5   The Cosmic Affliction         Composition       Audio           Strider composition.
2017.06.10   1.0   Study                         Writing           Personal        Self authoring.
2017.06.09   1.5   The Cosmic Affliction         Design            Audio           Album review.
2017.06.08   1.0   Study                         Research          Abstract        Enemy AI, third person combat systems.
2017.06.07   1.0   AGD                           Research          Code            Construct 2 engine.
2017.06.07   1.5   The Cosmic Affliction         Composition       Audio           Strider composition.
2017.06.06   1.0   Keyde                         Research          Code            Code review.
2017.06.05   0.5   The Cosmic Affliction         Design            Audio           Album review.
2017.06.04   0.5   The Cosmic Affliction         Graphic           Visual          Cover design.
2017.06.04   1.0   Tinker                        Development       Code            Minecraft modding.
2017.06.04   1.0   Boza                          Graphic           Visual          Boza logo design and production.
2017.06.04   0.5   Keyde                         Research          Code            Headset SDK version input features.
2017.06.03   1.0   Keyde                         Development       Code            Random parameter walking rewrite.
2017.06.02   2.5   Boza                          Graphic           Visual          Boza logo design and production.
2017.06.02   0.5   The Cosmic Affliction         Graphic           Visual          Cover design.
2017.06.01   0.5   Doodle                        Photography       Visual          Generic photo taking.
2017.06.01   2.0   Jam                           Composition       Audio           Group jam with Korg machines.
2017.06.01   1.0   Keyde                         Writing           Abstract        Script documentation, updates.
2017.06.01   1.5   Keyde                         Development       Code            Audio tuning, file size management, parameter randomization, cleaning.
2017.05.31   1.0   Keyde                         Development       Audio           Audio crossfade, mode tuning.
2017.05.30   6.5   Keyde                         Development       Code            Debugging, audio optimization, cleaning, android permissions, icon.
2017.05.29   0.5   Keyde                         Writing           Personal        Contract and documentation.
2017.05.29   2.0   Keyde                         Development       Code            Mode tuning, functionality tweaking.
2017.05.29   1.0   Keyde                         Design            Abstract        Final review.
2017.05.28   0.5   Rig                           Maintenance       Personal        Update backup.
2017.05.28   0.5   Keyde                         Writing           Abstract        Documentation, V-OS page.
2017.05.28   7.0   Keyde                         Development       Code            Optimization, debugging, shading, mode transition, UI functionality.
2017.05.27   3.5   Keyde                         Development       Visual          Mode tweaking, camera position, vertex behavior, parameter randomization, UI functionality, skybox alteration.
2017.05.26   3.0   Keyde                         Development       Code            UI, unique mode tuning, debugging, mode changing, mode transition, color easing, organization.
2017.05.26   1.0   Keyde                         Design            Visual          UI, mode tuning.
2017.05.26   0.5   The Cosmic Affliction         Design            Audio           Album review.
2017.05.25   0.5   Jam                           Acoustic          Audio           Guitar.
2017.05.25   2.0   Keyde                         Development       Code            UI, menu screen, mode changing, controls.
2017.05.24   3.0   Keyde                         Development       Visual          Audio implementation, harmonograph documentation.
2017.05.23   0.5   Study                         Research          Abstract        Alchemy.
2017.05.23   2.0   Keyde                         Design            Visual          Visuals dissection, modes interaction and transition, UI design.
2017.05.22   0.5   Keyde                         Development       Visual          Audio implementation and graphics tuning.
2017.05.22   1.5   Keyde                         Composition       Audio           Composition.
2017.05.21   0.5   Jam                           Acoustic          Audio           Guitar and vocals.
2017.05.21   0.5   Keyde                         Composition       Audio           Composition.
2017.05.21   1.0   V-OS                          Writing           Abstract        Verse writing.
2017.05.21   0.5   Doodle                        Graphic           Visual          Analog image.
2017.05.20   1.5   V-OS                          Writing           Abstract        Verse writing.
2017.05.20   0.5   Doodle                        Illustration      Visual          Solemn image.
2017.05.19   0.5   The Cosmic Affliction         Writing           Abstract        V-OS page.
2017.05.19   0.5   Keyde                         Research          Code            Audio scripting in Unity.
2017.05.19   0.5   Keyde                         Development       Code            Sprite sizing, visual refinement, documentation, organization.
2017.05.18   3.5   Keyde                         Development       Code            Supershape rendering, mesh generation, visual experimentation.
2017.05.17   1.0   Keyde                         Development       Code            Harmonograph generation and animation.
2017.05.17   1.0   Keyde                         Research          Code            Harmonograph generation.
2017.05.16   0.5   The Cosmic Affliction         Acoustic          Audio           Piano improvisation.
2017.05.16   0.5   Saturn                        Graphic           Visual          Holistic image edits.
2017.05.16   2.0   Keyde                         Development       Visual          Point cloud tuning, size and color scripting, render experimentation.
2017.05.15   3.5   Keyde                         Design            Visual          Visuals dissection, modes interaction and transition, code review.
2017.05.14   1.0   Saturn                        Illustration      Visual          Drawing.
2017.05.13   1.0   Study                         Research          Abstract        Third person combat systems.
2017.05.13   0.5   Saturn                        Illustration      Visual          Drawing.
2017.05.13   1.0   Keyde                         Development       Code            Touch input, shape parameter mapping, animation, documentation.
2017.05.12   1.5   Study                         Research          Personal        Alternate modes of transportation.
2017.05.12   0.5   Keyde                         Graphic           Visual          Skybox design, production, implementation.
2017.05.12   2.0   Keyde                         Development       Code            Render optimization, refactoring, script communication.
2017.05.11   0.5   The Cosmic Affliction         Composition       Audio           Thousand Year Dream composition.
2017.05.11   0.5   The Cosmic Affliction         Design            Audio           Album structure and narrative refining.
2017.05.11   2.5   Saturn                        Illustration      Visual          Drawing.
2017.05.10   0.5   Jam                           Acoustic          Audio           Guitar.
2017.05.10   1.0   Saturn                        3D                Visual          3D fractal scavenging and rendering.
2017.05.10   2.5   Keyde                         Development       Code            Sprite cloud.
2017.05.09   1.0   Saturn                        3D                Visual          3D fractal scavenging.
2017.05.09   1.0   Study                         Research          Abstract        Japanese poverty.
2017.05.09   1.0   Jam                           Acoustic          Audio           Guitar and vocals.
2017.05.09   2.0   Keyde                         Research          Visual          Point cloud shaders and visual research.
2017.05.08   0.5   Keyde                         Composition       Audio           Drone music production.
2017.05.08   0.5   Jam                           Acoustic          Audio           Guitar.
2017.05.08   1.0   Keyde                         Design            Visual          Modes and visuals design.
2017.05.07   1.0   Jam                           Acoustic          Audio           Guitar.
2017.05.07   1.0   Keyde                         Illustration      Visual          Visuals research.
2017.05.07   0.5   Study                         Research          Code            Neural networks and image processing.
2017.05.07   0.5   The Cosmic Affliction         Composition       Audio           Spacefarer intro rework.
2017.05.06   1.0   Study                         Research          Personal        Martial arts styles.
2017.05.06   2.0   Jam                           Acoustic          Audio           Piano, guitar, vocal.
2017.05.05   0.5   Doodle                        Graphic           Visual          Material symbol.
2017.05.05   0.5   The Cosmic Affliction         Composition       Audio           Thousand Year Dream composition.
2017.05.05   1.0   Study                         Research          Personal        Jordan Peterson: Psychology and interpersonal interaction and relationships.
2017.05.05   2.5   Keyde                         Illustration      Visual          Visuals research.
2017.05.04   1.0   Study                         Research          Personal        Jordan Peterson: Psychology and interpersonal interaction and relationships.
2017.05.04   0.5   The Cosmic Affliction         Design            Audio           Album review.
2017.05.04   1.5   Rig                           Research          Visual          Microsoft themeing / styling system.
2017.05.03   1.0   Jam                           Composition       Audio           Mixing and synthesis.
2017.05.03   0.5   Keyde                         Research          Code            Networking research.
2017.05.03   1.5   The Cosmic Affliction         Composition       Audio           Spacefarer mixing and final compositional touches.
2017.05.02   2.0   Keyde                         Research          Code            Networking research.
2017.05.02   1.5   Rig                           Maintenance       Personal        Take out, tweak, and repair bikes.
2017.05.02   1.0   Study                         3D                Visual          Physics and particle systems in Blender.
2017.05.02   2.5   The Cosmic Affliction         Composition       Audio           Spacefarer composition finalization, mixing. Thousand Year Dream composition.
2017.05.01   1.0   Study                         Research          Abstract        Science fiction, storytelling, "The Last Question".
2017.05.01   0.5   Keyde                         Research          Code            Networking research.
2017.05.01   1.5   Keyde                         Design            Abstract        Feature considerations, experience design.
2017.05.01   1.0   Study                         Research          Abstract        Marxism, political correctness, social sciences.
2017.04.30   1.5   The Cosmic Affliction         Composition       Audio           Spacefarer structure refinement.
2017.04.30   0.5   Jam                           Acoustic          Audio           Guitar and keyboard, composition.
2017.04.29   0.5   Rig                           Maintenance       Personal        Update backup.
2017.04.29   0.5   Doodle                        Photography       Visual          Skyventure family photos and videos editing.
2017.04.29   2.5   V-OS                          Writing           Abstract        Runtime page writing and general updates.
2017.04.29   0.5   Study                         Research          Abstract        Time systems.
2017.04.28   0.5   Saturn                        Illustration      Visual          Experimentation.
2017.04.28   2.0   Keyde                         Development       Code            Procedural geometry.
2017.04.28   2.0   Keyde                         Research          Code            Procedural geometry.
2017.04.27   0.5   Study                         Research          Abstract        World-building.
2017.04.27   1.0   Jam                           Acoustic          Audio           Guitar and composition.
2017.04.26   0.5   Log                           Development       Code            Parsing system and database simplification.
2017.04.26   2.0   Keyde                         Development       Code            Camera input and quick refactoring.
2017.04.25   0.5   Saturn                        Graphic           Visual          Terrain and atmospherics compositing.
2017.04.25   0.5   Log                           Design            Abstract        Project designation refinement.
2017.04.25   0.5   Keyde                         Development       Code            Hardware input, data visualization.
2017.04.25   4.0   Keyde                         Research          Code            Android permissions, hardware input.
2017.04.24   0.5   Doodle                        3D                Visual          Scene testing.
2017.04.24   0.5   Doodle                        Illustration      Visual          Drawing.
2017.04.24   1.0   Keyde                         Development       Code            Unity setup.
2017.04.24   5.0   Keyde                         Research          Code            Foundation development, mobile, location, accelorometer, cardboard, Unity environment, camera integration.
2017.04.23   0.5   Study                         Research          Abstract        Controls and 3D movement systems.
2017.04.22   6.0   Seven                         Development       Code            Local file handling, standalone application porting, instancing.
2017.04.22   2.0   Seven                         Research          Code            Local file handling.
2017.04.22   1.5   Seven                         Design            Code            Local file handling.
2017.04.22   0.5   Seven                         Graphic           Visual          Icon design.
2017.04.21   0.5   Seven                         Writing           Abstract        V-OS page and hosting.
2017.04.21   2.5   Seven                         Development       Code            Auto image sizing, styling, zooming.
2017.04.20   5.0   Seven                         Development       Code            Web-based image viewing application development (foundation, file handling, formatting, color palette).
2017.04.20   1.0   Seven                         Design            Visual          Web-based image viewing application design.
2017.04.20   1.5   Seven                         Research          Code            Local file browsing in browsers.
2017.04.19   5.5   Saturn                        3D                Visual          Terrain and atmosphere generation and rendering.
2017.04.19   2.0   The Cosmic Affliction         Composition       Audio           Levi composition.
2017.04.19   1.5   V-OS                          Design            Code            Back-end cleanup, mobile-friendly rework for V-OS and Log.
2017.04.19   0.5   Elyium                        Writing           Abstract        Documentation.
2017.04.18   0.5   Saturn                        3D                Visual          Terrain rendering tests.
2017.04.17   2.5   Log                           Design            Visual          Project semantics, organization, visualization adjustments, graphs design attempt.
2017.04.17   0.5   V-OS                          Development       Visual          Styling simplification, projects list style change, image frame taper implementation.
2017.04.17   0.5   V-OS                          Writing           Abstract        Project documentation.
2017.04.17   0.5   Doodle                        Graphic           Visual          Stratet image editing.
2017.04.17   0.5   Rig                           3D                Personal        Performance testing through demanding 3D renders.
2017.04.17   2.0   Rig                           Research          Personal        Performance and diagnostics testing.
2017.04.17   0.5   Saturn                        3D                Visual          Terrain and atmosphere generation.
2017.04.16   2.5   Saturn                        3D                Visual          Terrain and atmosphere generation.
2017.04.16   0.5   Saturn                        Research          Visual          Digital collage study.
2017.04.16   1.0   The Cosmic Affliction         Composition       Audio           Saturn Rain mixing.
2017.04.15   4.0   The Cosmic Affliction         Composition       Audio           Saturn Rain composition, recording, mixing.
2017.04.14   1.5   Study                         Research          Audio           Composition study.
2017.04.14   2.5   Study                         Research          Code            Shaders study.
2017.04.14   1.5   Jam                           Composition       Audio           Composition and synthesis.
2017.04.13   0.0   Various                       Event             Personal        Last day of classes.
2017.04.13   0.5   Drone Dreams                  Performance       Audio           Drone music performance.
2017.04.12   3.0   Drone Dreams                  Development       Visual          Visuals development.
2017.04.12   2.5   Log                           Development       Code            Timeline visualization, adjustments.
2017.04.11   1.0   Elyium                        Design            Visual          Desktop version user interfacing.
2017.04.11   1.5   Elyium                        Development       Code            Desktop version, organization, future feature set up and conceptualization.
2017.04.10   1.0   Jam                           Composition       Audio           Mixing and synthesis.
2017.04.10   0.5   Study                         Writing           Abstract        Societies of discipline and control.
2017.04.09   1.0   Study                         Writing           Abstract        Societies of discipline and control.
2017.04.09   2.0   Jam                           Composition       Audio           Composition.
2017.04.08   0.5   Drone Dreams                  Research          Code            Local network setup and testing.
2017.04.08   0.5   Elyium                        Writing           Abstract        Description updates.
2017.04.08   4.0   Elyium                        Development       Code            Entity interaction system, debugging, custom save file handling.
2017.04.07   0.5   Drone Dreams                  Composition       Audio           Tracks mix.
2017.04.07   0.5   Jam                           Acoustic          Audio           Synth keyboard.
2017.04.07   0.5   Elyium                        Writing           Abstract        Entities writing.
2017.04.06   1.5   Elyium                        Development       Code            Custom save file handling.
2017.04.06   2.0   Elyium                        Writing           Abstract        Public documentation, guide to writing for Elyium.
2017.04.06   1.0   Elyium                        Writing           Abstract        Entities writing.
2017.04.06   0.5   Drone Dreams                  Research          Code            Javascript and html canvas.
2017.04.05   2.0   Drone Dreams                  Composition       Audio           Composition.
2017.04.05   0.5   Jam                           Acoustic          Audio           Guitar.
2017.04.05   3.0   Elyium                        Development       Code            Saving system and input field fix, custom saving implementation, optimizations, debugging.
2017.04.04   1.5   The Cosmic Affliction         Composition       Audio           Spacefarer composition.
2017.04.04   0.5   Study                         Research          Abstract        Anthropocene.
2017.04.04   6.5   Elyium                        Development       Code            Save and load functionality, testing, debugging.
2017.04.03   5.5   V-OS                          Development       Visual          Log link integration, template system expansion, css fixes, content migration.
2017.04.02   0.5   Jam                           Composition       Audio           Sound synthesis and composition.
2017.04.02   2.0   V-OS                          Writing           Abstract        V-OS page for V-OS, LinkedIn page, V-OS rewrites.
2017.04.02   0.5   Elyium                        Development       Code            Conflict reset feature and writing fix.
2017.04.02   1.5   Jam                           Acoustic          Audio           Guitar.
2017.04.01   1.0   Jam                           Acoustic          Audio           Guitar.
2017.04.01   3.0   Interactive Narratives        Writing           Abstract        Narrative in interactive media research.
2017.03.31   0.5   Log                           Development       Code            Apostrophe escape, testing, documentation, bugfixes.
2017.03.31   1.0   Interactive Narratives        Writing           Abstract        Narrative in interactive media research.
2017.03.31   0.5   V-OS                          Development       Code            Security testing and development.
2017.03.30   1.0   Study                         Research          Abstract        MBTI and social typology.
2017.03.30   1.0   Jam                           Acoustic          Audio           Guitar.
2017.03.30   0.5   Study                         Writing           Abstract        Exploration of societies and control structures.
2017.03.29   2.0   Drone Dreams                  Composition       Audio           Audio synthesis theory, collaborative experimentation.
2017.03.29   1.0   Drone Dreams                  Writing           Abstract        Presentation and artist's statement.
2017.03.28   0.5   Tinker                        Research          Code            ScopeOne exploration and explanation.
2017.03.28   3.5   Elyium                        Development       Code            Entities list interface, bugfixing, tuning, and testing.
2017.03.27   0.5   Doodle                        Photography       Visual          Modelling photographs editing.
2017.03.27   0.5   Study                         Research          Abstract        Societies and control constructs.
2017.03.26   1.5   Rig                           Maintenance       Personal        Organize and clean up media and assets, update backup.
2017.03.26   0.5   Rig                           Maintenance       Personal        Update backup.
2017.03.26   2.0   Interactive Narratives        Writing           Abstract        Narrative in interactive media research.
2017.03.25   0.5   Rig                           Development       Code            Rainmeter skin.
2017.03.25   2.0   Elyium                        Development       Code            Interface refactoring.
2017.03.24   1.0   V-OS                          Writing           Abstract        Temporalis and verse writing.
2017.03.24   0.5   Jam                           Acoustic          Audio           Recording experimentation, vocals.
2017.03.24   0.5   Various                       Writing           Abstract        CloudCrusher (SkyCandy) documentation and V-OS page.
2017.03.24   2.0   Elyium                        Development       Code            Entity spawning system.
2017.03.23   1.5   Study                         Writing           Abstract        Body and embodiment in new media.
2017.03.23   2.0   Tinker                        Research          Code            Arduino help/teaching.
2017.03.22   2.0   Tinker                        Writing           Personal        Obx site population with documentation data.
2017.03.22   1.5   V-OS                          Writing           Abstract        Writing, titles, personal page, site structure, CV rework.
2017.03.22   0.5   VisN                          Writing           Abstract        V-OS page.
2017.03.21   0.5   Study                         Composition       Audio           Composition and experimentation.
2017.03.21   0.5   Study                         Research          Abstract        Body and embodiment in new media.
2017.03.20   0.5   Doodle                        Graphic           Visual          SAVE_ME and SAVE_ME : [PATHFINDER] graphic image.
2017.03.20   0.5   Doodle                        Illustration      Visual          Drawing.
2017.03.19   0.5   Tinker                        Development       Code            Particle system desert in Processing.
2017.03.19   0.5   Tinker                        Design            Visual          Particle system desert in Processing.
2017.03.18   1.5   Interactive Narratives        Writing           Abstract        Narrative in interactive media research.
2017.03.18   1.0   Interactive Narratives        Research          Abstract        Narrative design implementation study.
2017.03.17   1.5   Interactive Narratives        Writing           Abstract        Narrative in interactive media research.
2017.03.17   1.0   Interactive Narratives        Research          Abstract        Narrative design implementation study.
2017.03.16   1.5   Drone Dreams                  Development       Code            Setup shared visualizer.
2017.03.15   0.5   Log                           Design            Abstract        Log organization, task types research and expansion.
2017.03.15   2.5   Doodle                        Graphic           Visual          Collage experimentation.
2017.03.15   1.0   Elyium                        Development       Code            Refactoring, documentation, logic tuning.
2017.03.15   0.5   Study                         Research          Abstract        Networks in new media.
2017.03.14   6.0   Log                           Development       Code            Details page, navigation, page flow logic, styling.
2017.03.13   6.0   Log                           Development       Code            Projects page, logs page, navigation.
2017.03.12   1.0   V-OS                          Writing           Abstract        Log integration.
2017.03.12   1.0   Log                           Graphic           Visual          Log logo.
2017.03.12   8.0   Log                           Development       Code            Web development, SQL connectivity, tasks page, and V-OS page.
2017.03.11   1.0   Jam                           Acoustic          Audio           Guitar.
2017.03.11   1.0   V-OS                          Design            Abstract        Preparation for logging tool page.
2017.03.11   2.0   Log                           Graphic           Visual          Interface design.
2017.03.11   2.0   Log                           Design            Abstract        Log organization.
2017.03.10   2.5   Log                           Graphic           Visual          Interface design.
2017.03.10   2.0   Log                           Development       Code            Text parsing design and development.
2017.03.10   2.5   Log                           Design            Abstract        Database design and development.
2017.03.10   0.5   Drone Dreams                  Writing           Abstract        Documentation and V-OS page.
2017.03.10   0.5   Elyium                        Development       Code            Interface refactoring.
2017.03.10   1.0   Jam                           Acoustic          Audio           Guitar.
2017.03.09   1.0   Jam                           Acoustic          Audio           Guitar.
2017.03.09   4.0   Drone Dreams                  Development       Code            PureData debugging, testing, communication system finalization.
2017.03.09   0.5   Study                         Research          Abstract        Artificial intelligence.
2017.03.08   3.5   Drone Dreams                  Development       Code            Communication system development.
2017.03.07   3.5   Study                         Writing           Abstract        Noise and communication theory.
2017.03.07   1.0   Drone Dreams                  Research          Code            NodeJS and server research.
2017.03.07   0.5   Jam                           Acoustic          Audio           Guitar.
2017.03.07   2.0   Qurotema                      Videography       Visual          Edit and upload Quro video.
2017.03.07   0.5   Doodle                        Graphic           Visual          Script edits.
2017.03.06   2.0   Doodle                        Graphic           Visual          Rework script and create font.
2017.03.06   0.5   Study                         Research          Abstract        Cybernetics.
2017.03.05   0.5   AGD                           Design            Abstract        Game design curriculum writing.
2017.03.05   4.0   Drone Dreams                  Development       Code            PureData patch development.
2017.03.05   0.5   Drone Dreams                  Research          Code            PureData research.
2017.03.05   1.0   Jam                           Acoustic          Audio           Guitar.
2017.03.05   1.0   Rig                           Maintenance       Personal        Update backup.
2017.03.04   0.5   Drone Dreams                  Graphic           Visual          Ven logo creation.
2017.03.04   4.0   Drone Dreams                  Development       Code            NodeJS setup, server and interface development.
2017.03.03   1.0   Drone Dreams                  Research          Code            Tools research.
2017.03.02   0.5   Elyium                        Graphic           Visual          Icons and interface elements creation.
2017.03.02   1.0   Doodle                        Videography       Visual          Randomly generated webding animation.
2017.03.02   1.5   Qurotema                      Videography       Visual          Quro video footage collection.
2017.03.01   7.0   Elyium                        Development       Code            Narrative interfacing, data structure refinement, conditional conflicts development.
2017.02.28   0.5   V-OS                          Writing           Abstract        Documentation rewrite.
2017.02.28   1.5   V-OS                          Design            Abstract        Project reorganization.
2017.02.28   0.5   Doodle                        Illustration      Visual          Drawing.
2017.02.28   3.0   Elyium                        Writing           Abstract        Commentary and additional documentation.
2017.02.27   1.0   Log                           Research          Code            MySQL study.
2017.02.27   0.5   Study                         Research          Visual          Rendering study.
2017.02.27   1.5   Doodle                        Illustration      Visual          Drawing.
2017.02.27   0.5   Study                         Research          Abstract        Interaction in new media.
2017.02.26   2.0   Elyium                        Development       Code            Interface expansion.
2017.02.26   2.0   Doodle                        Research          Visual          Identity design visual review.
2017.02.25   5.0   Doodle                        Graphic           Visual          Identity logo design and creation.
2017.02.25   1.0   Qurotema                      Videography       Visual          Quro video footage collection.
2017.02.24   3.0   Doodle                        3D                Visual          Rendering research and experimentation.
2017.02.24   0.5   AGD                           Event             Personal        Interview for accelerated game design camp teaching job.
